W,Название,Title,Тип изображения,Изображение на сайте,"Ширина, px","Высота, px",Мегапиксели,Источник,Страница источника
1034,Скалы в Этрета (Массачусетс),The Cliffs at Etretat,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1034.webp,1600,1279,2.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_The_Cliffs_at_Etretat.jpg
1035,Маннпорт в прилив,The Manneport at High Tide,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1035.webp,1024,840,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1035.jpg
1036,Волны у Маннпорта,Waves at the Manneport,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1036.webp,1024,806,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1036.jpg
1037,Маннпорт. Этрета,"Manne-Porte, Étretat",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1037.webp,5184,3456,17.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:%C3%89tretat_Philadelphia_01.JPG
1038,"Этрета. Маннпорт, отражение в воде","Étretat, the Manneporte, Reflection on Water",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1038.webp,3452,2885,10.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Caen_(Calvados)_-_Mus%C3%A9e_des_Beaux-Arts_-_%22Etretat,_La_Manneporte,_reflets_sur_l'eau%22_(Claude_Monet,_1840-1929)_(48710188116).jpg"
1039,Долина Антифер,The Valley of Antifer,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1039.webp,986,782,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1039.jpg
1040,Игла в Этрета сквозь Врата д’Амон,The Needle of Étretat seen through the Porte d'Amont,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1040.webp,356,418,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1040.png"
1041,Игла в Этрета сквозь Врата д’Амон,The Needle of Étretat seen through the Porte d'Amont,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1041.webp,1351,2323,3.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_L'aiguille_d'%C3%89tretat_vue_%C3%A0_travers_la_porte_d'Amont.jpg
1042,"Скала Игла и Порт-д’Аваль, вид с запада",The Rock Needle and the Porte d'Aval seen from the West,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1042.webp,736,923,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1042.jpg
1043,Скала Игла и Порт-д’Аваль,The Rock Needle and the Porte d'Aval,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1043.webp,680,1282,0.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_%C3%89tretat,_L'Aiguille_et_la_Porte_d'Aval,_1885-1886.jpg"
1044,Этрета под дождём,Etretat in the Rain,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1044.webp,3840,3128,12.0,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Regnv%C3%A6r,_Etretat_-_Google_Art_Project.jpg"
1045,"Этрета, скала Аваль с аркой и Иглой","Etretat, Cliff of Aval with the Porte and the Aiguille",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1045.webp,1024,686,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1045.jpg
1046,Скалы в Этрета (Москва),The Cliffs at Étretat,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1046.webp,2936,2360,6.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:'The_Beach_at_%C3%89tretat'_by_Claude_Monet,_1885-86,_Pushkin_Museum.jpg"
1047,"Этрета. Порт-д’Аваль, рыбацкие лодки выходят из гавани","Étretat, the Porte d'Aval: Fishing Boats Leaving the Harbour",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1047.webp,2837,2064,5.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet-Etretat_the_Aval_door_fishing_boats_leaving_the_harbour_mg_1819.jpg
1048,Скала и Порт-д'Амон в непогоду,Cliff and Porte d'Amont in Rough Weather,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1048.webp,1585,1263,2.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1048.jpg
1049,"Скала Игла, видимая через Порт-д’Аваль",The Rock Needle Seen through the Porte d'Aval,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1049.webp,1600,1139,1.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet,_Claude_-_L'Aiguille_vue_%C3%A0_travers_la_Porte_d'Aval_(1885-1886)_W_1049.jpg"
1050,"Скала Игла, видимая через Порт-д’Аваль",The Rock Needle seen through the Porte d'Aval,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1050.webp,2284,1600,3.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1050.jpg
1051,Скала Игла и Порт-д’Аваль,The Rock Needle and the Porte d'Aval,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1051.webp,1024,821,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1051.jpg
1052,Маннпорт близ Этрета,The Manneporte near Étretat,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1052.webp,2864,3537,10.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_La_Manneporte_pr%C3%A8s_d'%C3%89tretat.jpg
1053,Маннпорт,The Manneporte,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1053.webp,406,532,0.2,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1053.png"
1054,Эффект снега в Фалезе,Snow Effect at Falaise,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1054.webp,1024,819,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1054.jpg
1055,Деревня Живерни под снегом,The Village of Giverny under the Snow,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1055.webp,1000,768,0.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Paysage_%C3%A0_Giverny,_effet_de_neige_(1886)_Claude_Monet_-_Hecht_Museum,_University_of_Haifa.jpg"
1056,Эффект снега в Лимеце,Snow Effect at Limetz,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1056.webp,736,590,0.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1056.jpg
1057,Зима в Живерни,Winter at Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1057.webp,986,724,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1057.jpg
1058,Наводнение в Живерни,Flood at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1058.webp,2880,2300,6.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Inondation_%C3%A0_Giverny_(1886)_Claude_Monet_(W_1058).jpg
1059,Ивы. Живерни,"Willows, Giverny",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1059.webp,910,721,0.7,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Willows_in_Haze,_Giverny_(1886)_Claude_Monet_-_G%C3%B6teborgs_Konstmuseum_(W_1059).jpg"
1060,Вид Вернона,View of Vernon,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1060.webp,1999,1651,3.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1060_view_of_vernon.jpg
1061,Панорама Вернона,Panorama of Vernon,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1061.webp,1320,987,1.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1061.jpg
1062,Весна в Живерни,Springtime at Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1062.webp,1024,689,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1062.jpg
1063,Весна в Живерни,Springtime in Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1063.webp,279,338,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1063.png"
1064,Весна в Живерни,Springtime in Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1064.webp,434,337,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1064.png"
1065,Весенний фруктовый сад,An Orchard in Spring,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1065.webp,1024,805,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1065.jpg
1066,Весна,Springtime,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1066.webp,760,607,0.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Le_Printemps,_1886.jpg"
1067,Поля тюльпанов в Голландии,Field of Tulips in Holland,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1067.webp,2536,2044,5.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Tulip_fields_in_Holland_(Mus%C3%A9e_d'Orsay).jpg
1068,Тюльпановые поля близ Гааги,Tulip Fields near The Hague,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1068.webp,2428,1960,4.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amsterdam_musee_van_gogh_monet_tulipes_moulins.JPG
1069,Тюльпаны в Голландии,Tulips in Holland,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1069.webp,3840,2478,9.5,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_Tulipes_Marmottan_(cropped).jpg
1070,Тюльпановые поля в Сассенхейме,Tulip Fields at Sassenheim,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1070.webp,2000,1650,3.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_Tulpenfelder_in_Sassenheim_-_1886.jpg
1071,Тюльпановое поле близ Лейдена,Field of Tulips near Leyden,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1071.webp,1889,1541,2.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_Tulip-fields-at-sassenheim-1886.jpg
1072,Вид деревни Живерни,View of village of Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1072.webp,3200,2580,8.3,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_monet_vue_du_village_de_giverny).jpg
1073,Стог сена в Живерни,Haystack at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1073.webp,3840,2843,10.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet,_Claude_-_Haystack_at_Giverny.jpg"
1074,Вид Живерни,View of Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1074.webp,1320,1044,1.4,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Vue_de_Giverny_-_TMoCA.jpg
1075,Прогулка (этюд),Promenade (study),скан из каталога,https://monet.1vasiliadi.com/img/1600/w1075.webp,729,1023,0.7,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1075.jpg
1076,"Дама с зонтиком, повернувшаяся направо",Femme à l'ombrelle tournée vers la droite,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1076.webp,3840,5671,21.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Femme_%C3%A0_l'ombrelle_tourn%C3%A9e_vers_la_droite_-_Claude_Monnet_-_Mus%C3%A9e_d'Orsay_RF_2620.jpg
1077,Дама с зонтиком,Woman with a Parasol (also known as Study of a Figure Outdoors (Facing Left)),цветная фотография,https://monet.1vasiliadi.com/img/1600/w1077.webp,3840,5667,21.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Femme_%C3%A0_l'ombrelle_tourn%C3%A9e_vers_la_gauche_-_Claude_Monnet_-_Mus%C3%A9e_d'Orsay_RF_2621.jpg
1078,Автопортрет в берете,Self Portrait with a Beret,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1078.webp,3840,4846,18.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Autoportret_Claude_Monet.jpg
1079,Закат в Живерни,Sunset at Giverny,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1079.webp,512,410,0.2,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Coucher_du_Soleil_%C3%A0_Giverny_by_Claude_Monet.jpg
1080,Два дерева на лугу,Two Trees in the Meadow,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1080.webp,358,305,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1080.png"
1081,Луг в Живерни,Meadow at Giverny,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1081.webp,275,307,0.1,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Wildenstein_1996,_1081.png"
1082,Луг на солнце в Живерни,"Meadow in the Sun, at Giverny",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1082.webp,715,800,0.6,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1082.jpg
1083,Луг на солнце в Живерни,"Meadow in the Sun, at Giverny",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1083.webp,1410,1600,2.3,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Meadow_at_Giverny,_1886.jpg"
1084,"Пирамиды Порт-Котон, бурное море",Pyramids at Port-Coton,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1084.webp,2700,2175,5.9,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:'The_Pyramids_at_Port-Coton'_by_Claude_Monet,_1886,_Pushkin_Museum.jpg"
1085,«Пирамиды» в Пор-Котоне,"The ""Pyramids"" at Port-Coton",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1085.webp,956,713,0.7,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_%22Las_Pir%C3%A1mides_a_Port-Coton%22_(1886)_%C3%93leo_sobre_tela%3B_65,5_x_81,5_cm.jpg"
1086,Скалы-пирамиды в Пор-Котоне. Бель-Иль-ан-Мер,"The Pyramides of Port Coton, Belle-Ile-en-Mer",скан из каталога,https://monet.1vasiliadi.com/img/1600/w1086.webp,1024,842,0.9,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1086.jpg
1087,Скалы-пирамиды в Пор-Котоне,The Pyramids at Port-Coton,цветная фотография,https://monet.1vasiliadi.com/img/1600/w1087.webp,280,279,0.1,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_-_the-pyramids-at-port-coton-1.jpg
1088,«Пирамиды» в Пор-Котоне. Эффект солнца,"The ""Pyramids"" of Port Coton, Sun Effect",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1088.webp,1600,1572,2.5,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Claude_Monet_-_Les_Pyramides_de_Port-Coton,_effet_de_soleil.jpg"
1089,Скалы на Бель-Иле,Rocks at Belle-Ile,скан из каталога,https://monet.1vasiliadi.com/img/1600/w1089.webp,1023,820,0.8,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Monet_w1089.jpg
1090,Скалистый берег и скала Лев. Бель-Иль,"Rocky Coast and the Lion Rock, Belle-Ile",цветная фотография,https://monet.1vasiliadi.com/img/1600/w1090.webp,1000,803,0.8,Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Monet_-_Rocher_du_Lion,_Rochers_%C3%A0_Belle-%C3%8Ele_(Lion_Rock,_Rocks_at_Belle-%C3%8Ele),_1886.jpg"
